"violationid","buildingid","registrationid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","apartment","story","block","lot","class","inspectiondate","approveddate","originalcertifybydate","originalcorrectbydate","newcertifybydate","newcorrectbydate","certifieddate","ordernumber","novid","novdescription","novissueddate","currentstatusid","currentstatus","currentstatusdate","novtype","violationstatus","rentimpairing","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"2282808","375411","306067","3","BROOKLYN","22 FRONT","22 FRON","22 FRONT","STAGG STREET","80930","11206","1F",,"3031","15","C","1991-01-02T00:00:00.000","1991-01-02T00:00:00.000","1991-02-27T00:00:00.000","1991-02-25T00:00:00.000",,,,"555","1378858","§ 27-2013 ADM CODE REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT CEILING AND WALLS 1 STY EAST APT 1F PRIVATE HALL ER1 0021423. , SECTION","1991-02-05T00:00:00.000","19","VIOLATION CLOSED","2013-03-15T00:00:00.000","Original","Close","N",,,,,,,,
"2282809","375411","306067","3","BROOKLYN","22 FRONT","22 FRON","22 FRONT","STAGG STREET","80930","11206","1F",,"3031","15","C","1991-01-02T00:00:00.000","1991-01-02T00:00:00.000","1991-02-27T00:00:00.000","1991-02-25T00:00:00.000",,,,"555","1378858","§ 27-2013 ADM CODE REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT CEILING AND WALLS 1 STY EAST APT 1F BATHROOM ER1 0021423. , SECTION","1991-02-05T00:00:00.000","19","VIOLATION CLOSED","2013-03-15T00:00:00.000","Original","Close","N",,,,,,,,
"5698848","375411","306067","3","BROOKLYN","22 FRONT","22 FRON","22 FRONT","STAGG STREET","80930","11206",,,"3031","15","C","2005-09-05T00:00:00.000","1987-12-03T00:00:00.000","2008-08-31T00:00:00.000","2008-08-26T00:00:00.000",,,,"970","3441252","§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES KITCHEN AND BATHROOM, APT. 1, REAR BUILDING.","2008-08-20T00:00:00.000","19","VIOLATION CLOSED","2013-01-18T00:00:00.000","Reissued","Close","N",,,,,,,,
"10001927","291510","367627","3","BROOKLYN","118","118","118","FENIMORE STREET","40430","11225","4C","4","5042","35","B","2013-09-30T00:00:00.000","2013-10-11T00:00:00.000","2013-12-03T00:00:00.000","2013-11-19T00:00:00.000",,,"2013-11-06T00:00:00.000","583","4707532","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-10-15T00:00:00.000","9","VIOLATION DISMISSED","2014-01-17T00:00:00.000","Original","Close","N","40.658186","-73.958469","9","40","79601","3115515","3050420035","Prospect Lefferts Gardens-Wingate"
"5698850","375411","306067","3","BROOKLYN","22 FRONT","22 FRON","22 FRONT","STAGG STREET","80930","11206",,,"3031","15","C","2005-09-05T00:00:00.000","1990-03-12T00:00:00.000","2006-07-26T00:00:00.000","2006-07-21T00:00:00.000",,,,"970","2728083","§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES 3RD STORY EAST APT. 3L.","2006-07-03T00:00:00.000","19","VIOLATION CLOSED","2013-01-18T00:00:00.000","Reissued","Close","N",,,,,,,,
"5698851","375411","306067","3","BROOKLYN","22 FRONT","22 FRON","22 FRONT","STAGG STREET","80930","11206",,,"3031","15","C","2005-09-05T00:00:00.000","1990-04-10T00:00:00.000","2006-07-26T00:00:00.000","2006-07-21T00:00:00.000",,,,"970","2728083","§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES KITCHEN AND BATHROOM 3RD STORY EAST APT. 3L","2006-07-03T00:00:00.000","19","VIOLATION CLOSED","2013-01-18T00:00:00.000","Reissued","Close","N",,,,,,,,
"9313044","375411","306067","3","BROOKLYN","22 FRONT","22 FRON","22 FRONT","STAGG STREET","80930","11206","8","2","3031","15","B","2012-02-03T00:00:00.000","2012-02-07T00:00:00.000","2012-03-28T00:00:00.000","2012-03-14T00:00:00.000",,,,"502","4352315","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SHEETROCK EAST WALL - HOLE IN WALL APPROXIMATELY 3 SQ FT IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","2012-02-08T00:00:00.000","19","VIOLATION CLOSED","2013-01-18T00:00:00.000","Original","Close","N",,,,,,,,
"10001824","605016","419169","4","QUEENS","106-15","106-15","106-15","217 STREET","26740","11429","4D","2","11104","83","C","2013-10-09T00:00:00.000","2013-10-10T00:00:00.000","2013-11-13T00:00:00.000","2013-11-08T00:00:00.000",,,,"790","4706888","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 4D, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''D-UNIT''","2013-10-11T00:00:00.000","19","VIOLATION CLOSED","2019-01-25T00:00:00.000","Original","Close","N","40.711283","-73.740966","13","27","540","4239278","4111040083","Queens Village"
"10005799","42588","124412","1","MANHATTAN","614","614","614","WEST 152 STREET","36810","10031","5","1","2098","43","C","2013-10-11T00:00:00.000","2013-10-16T00:00:00.000","2013-10-30T00:00:00.000","2013-10-25T00:00:00.000",,,"2013-10-28T00:00:00.000","501","4709408","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BELL/BUZZER SYSTEM, IN THE ENTIRE APARTMENT LOCATED AT APT 5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-10-17T00:00:00.000","9","VIOLATION DISMISSED","2014-01-08T00:00:00.000","Original","Close","N","40.831085","-73.947813","9","7","237","1062459","1020980043","Hamilton Heights-Sugar Hill"
"10003615","96768","207422","2","BRONX","1654","1654","1654","MONROE AVENUE","51620","10457","2B","2","2791","5","B","2013-10-11T00:00:00.000","2013-10-16T00:00:00.000","2013-12-05T00:00:00.000","2013-11-21T00:00:00.000",,,"2013-10-28T00:00:00.000","593","4709487","§ 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .... IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-10-17T00:00:00.000","9","VIOLATION DISMISSED","2014-01-08T00:00:00.000","Original","Close","Y","40.843061","-73.906800","4","15","22902","2007333","2027910005","Mount Eden-Claremont (West)"
"10013217","96768","207422","2","BRONX","1654","1654","1654","MONROE AVENUE","51620","10457","6F","6","2791","5","C","2013-10-21T00:00:00.000","2013-10-24T00:00:00.000","2013-11-27T00:00:00.000","2013-11-22T00:00:00.000",,,"2013-11-27T00:00:00.000","790","4714284","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2; (MISSING 1 WAY SCREWS) IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-25T00:00:00.000","9","VIOLATION DISMISSED","2014-02-07T00:00:00.000","Original","Close","N","40.843061","-73.906800","4","15","22902","2007333","2027910005","Mount Eden-Claremont (West)"
"10013220","96768","207422","2","BRONX","1654","1654","1654","MONROE AVENUE","51620","10457","6F","6","2791","5","A","2013-10-21T00:00:00.000","2013-10-24T00:00:00.000","2014-02-11T00:00:00.000","2014-01-28T00:00:00.000",,,,"554","4714283","§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE RADIATOR COVER AT EAST WALL IN THE KITCHEN LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-25T00:00:00.000","19","VIOLATION CLOSED","2016-06-24T00:00:00.000","Original","Close","N","40.843061","-73.906800","4","15","22902","2007333","2027910005","Mount Eden-Claremont (West)"
"10020934","96768","207422","2","BRONX","1654","1654","1654","MONROE AVENUE","51620","10457","6F","6","2791","5","C","2013-10-28T00:00:00.000","2013-10-30T00:00:00.000","2013-12-03T00:00:00.000","2013-11-28T00:00:00.000",,,"2013-11-27T00:00:00.000","790","4717516","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2; IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-31T00:00:00.000","9","VIOLATION DISMISSED","2014-02-07T00:00:00.000","Original","Close","N","40.843061","-73.906800","4","15","22902","2007333","2027910005","Mount Eden-Claremont (West)"
"10020935","96768","207422","2","BRONX","1654","1654","1654","MONROE AVENUE","51620","10457","6F","6","2791","5","B","2013-10-28T00:00:00.000","2013-10-30T00:00:00.000","2013-12-19T00:00:00.000","2013-12-05T00:00:00.000",,,"2013-11-27T00:00:00.000","569","4717515","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-31T00:00:00.000","9","VIOLATION DISMISSED","2014-02-07T00:00:00.000","Original","Close","N","40.843061","-73.906800","4","15","22902","2007333","2027910005","Mount Eden-Claremont (West)"
"10005815","44551","209331","2","BRONX","2238","2236","2238","ADAMS PLACE","7520","10457","7C","3","3071","47","A","2013-10-11T00:00:00.000","2013-10-15T00:00:00.000","2014-02-02T00:00:00.000","2014-01-19T00:00:00.000",,,,"583","4708416","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 7C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-16T00:00:00.000","19","VIOLATION CLOSED","2017-05-11T00:00:00.000","Original","Close","N","40.852331","-73.889234","6","15","391","2012089","2030710047","Belmont"
"10021436","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-10-29T00:00:00.000","2013-10-31T00:00:00.000","2013-12-20T00:00:00.000","2013-12-06T00:00:00.000",,,"2014-01-06T00:00:00.000","570","4718474","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 4th APARTMENT FROM SOUTH AT WEST , SECTION ''D TOWER''","2013-11-01T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10008588","27618","109189","1","MANHATTAN","97","97","107","SHERMAN AVENUE","30490","10034","6K","6","2220","5","A","2013-10-16T00:00:00.000","2013-10-17T00:00:00.000","2014-02-04T00:00:00.000","2014-01-21T00:00:00.000",,,,"502","4710114","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE GROUT ON THE BATHTUB IN THE BATHROOM LOCATED AT APT 6K, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST","2013-10-18T00:00:00.000","19","VIOLATION CLOSED","2014-09-18T00:00:00.000","Original","Close","N","40.863806","-73.925358","12","10","291","1064745","1022200005","Inwood"
"10021442","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-10-29T00:00:00.000","2013-10-31T00:00:00.000","2013-12-20T00:00:00.000","2013-12-06T00:00:00.000",,,"2014-01-06T00:00:00.000","576","4718474","§ 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF COLD WATER FOR THE FIXTURES AT THE WASH BASIN IN THE BATHROOM LOCATED AT APT D33B, 33rd STORY, 4th APARTMENT FROM SOUTH AT WEST , SECTION ''D TOWER''","2013-11-01T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","Y","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10005809","42588","124412","1","MANHATTAN","614","614","614","WEST 152 STREET","36810","10031","5","1","2098","43","B","2013-10-11T00:00:00.000","2013-10-16T00:00:00.000","2013-12-05T00:00:00.000","2013-11-21T00:00:00.000",,,,"598","4709407","§ 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTELINE OF SINK, IN THE KITCHEN LOCATED AT APT 5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-10-17T00:00:00.000","19","VIOLATION CLOSED","2015-06-17T00:00:00.000","Original","Close","N","40.831085","-73.947813","9","7","237","1062459","1020980043","Hamilton Heights-Sugar Hill"
"10021444","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-10-29T00:00:00.000","2013-10-31T00:00:00.000","2013-12-20T00:00:00.000","2013-12-06T00:00:00.000",,,"2014-01-06T00:00:00.000","577","4718474","§ 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES AT THE WASH BASIN IN THE BATHROOM LOCATED AT APT D33B, 33rd STORY, 4th APARTMENT FROM SOUTH AT WEST , SECTION ''D TOWER''","2013-11-01T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","Y","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10021446","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-10-29T00:00:00.000","2013-10-31T00:00:00.000","2013-12-20T00:00:00.000","2013-12-06T00:00:00.000",,,"2014-01-06T00:00:00.000","568","4718474","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 4th APARTMENT FROM SOUTH AT WEST , SECTION ''D TOWER''","2013-11-01T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10023965","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D9A","9","2001","9005","A","2013-10-31T00:00:00.000","2013-11-01T00:00:00.000","2014-02-21T00:00:00.000","2014-02-07T00:00:00.000",,,"2014-02-10T00:00:00.000","583","4719020","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT D9A, 9th STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-11-04T00:00:00.000","9","VIOLATION DISMISSED","2014-04-23T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10023966","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D9A","9","2001","9005","A","2013-10-31T00:00:00.000","2013-11-01T00:00:00.000","2014-02-21T00:00:00.000","2014-02-07T00:00:00.000",,,"2014-02-10T00:00:00.000","508","4719020","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT D9A, 9th STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-11-04T00:00:00.000","9","VIOLATION DISMISSED","2014-04-23T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10024877","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D9A","9","2001","9005","A","2013-10-31T00:00:00.000","2013-11-01T00:00:00.000","2014-02-21T00:00:00.000","2014-02-07T00:00:00.000",,,"2014-02-10T00:00:00.000","556","4719020","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE BATHROOM LOCATED AT APT D9A, 9th STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-11-04T00:00:00.000","9","VIOLATION DISMISSED","2014-04-23T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10025195","929104","143316","1","MANHATTAN","3333A","3333A","3333A","BROADWAY","13610","10031",,"1","2001","9005","B","2013-11-01T00:00:00.000","2013-11-04T00:00:00.000","2013-12-25T00:00:00.000","2013-12-11T00:00:00.000",,,"2014-03-17T00:00:00.000","686","4719896","§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 300 WATTS AT FRONT OF BUILDING ENTRANCE DOOR , 1st STORY","2013-11-06T00:00:00.000","19","VIOLATION CLOSED","2014-05-20T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085412","1020019005","Manhattanville-West Harlem"
"10026210","125736","221000","2","BRONX","1425","1423","1429","WYTHE PLACE","78750","10452","4D","4","2843","85","B","2013-11-03T00:00:00.000","2013-11-08T00:00:00.000","2013-12-31T00:00:00.000","2013-12-17T00:00:00.000",,,,"702","4722115","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2014-09-22T00:00:00.000","Original","Close","N","40.839763","-73.914731","4","16","223","2008103","2028430085","Mount Eden-Claremont (West)"
"10026213","125736","221000","2","BRONX","1425","1423","1429","WYTHE PLACE","78750","10452","4D","4","2843","85","B","2013-11-03T00:00:00.000","2013-11-08T00:00:00.000","2013-12-31T00:00:00.000","2013-12-17T00:00:00.000",,,,"530","4722115","§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE , IN THE ENTRANCE LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2014-09-22T00:00:00.000","Original","Close","N","40.839763","-73.914731","4","16","223","2008103","2028430085","Mount Eden-Claremont (West)"
"10026219","125736","221000","2","BRONX","1425","1423","1429","WYTHE PLACE","78750","10452","4D","4","2843","85","C","2013-11-03T00:00:00.000","2013-11-08T00:00:00.000","2013-11-25T00:00:00.000","2013-11-20T00:00:00.000",,,"2013-12-02T00:00:00.000","583","4722116","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK THE WALLS AND CEILING IN THE 4th ROOM FROM EAST LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2013-12-13T00:00:00.000","Original","Close","N","40.839763","-73.914731","4","16","223","2008103","2028430085","Mount Eden-Claremont (West)"
"10005817","44551","209331","2","BRONX","2238","2236","2238","ADAMS PLACE","7520","10457","7C","3","3071","47","A","2013-10-11T00:00:00.000","2013-10-15T00:00:00.000","2014-02-02T00:00:00.000","2014-01-19T00:00:00.000",,,,"508","4708416","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 7C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-16T00:00:00.000","19","VIOLATION CLOSED","2017-05-11T00:00:00.000","Original","Close","N","40.852331","-73.889234","6","15","391","2012089","2030710047","Belmont"
"10031479","196","134933","1","MANHATTAN","1475","1475","1477","1 AVENUE","10010","10075","2C","2","1451","30","C","2013-11-09T00:00:00.000","2013-11-10T00:00:00.000","2013-11-22T00:00:00.000","2013-11-10T00:00:00.000",,,"2013-12-05T00:00:00.000","666","4722816","§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2014-12-17T00:00:00.000","Original","Close","Y","40.770917","-73.953738","8","5","134","1045177","1014510030","Upper East Side-Lenox Hill-Roosevelt Island"
"10031480","196","134933","1","MANHATTAN","1475","1475","1477","1 AVENUE","10010","10075",,"0","1451","30","C","2013-11-09T00:00:00.000","2013-11-10T00:00:00.000","2013-11-25T00:00:00.000","2013-11-20T00:00:00.000",,,"2013-12-03T00:00:00.000","672","4722540","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM AT BASEMENT","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2022-07-23T00:00:00.000","Original","Close","N","40.770917","-73.953738","8","5","134","1045177","1014510030","Upper East Side-Lenox Hill-Roosevelt Island"
"10006365","417937","403605","4","QUEENS","24-01","24-01","24-01","31 STREET","8140","11102",,,"837","48","C","2013-10-15T00:00:00.000","2013-10-16T00:00:00.000","2013-10-30T00:00:00.000","2013-10-25T00:00:00.000",,,,"672","4709776","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK DOOR AT CELLAR","2013-10-17T00:00:00.000","19","VIOLATION CLOSED","2016-02-29T00:00:00.000","Original","Close","N","40.772183","-73.915514","1","22","125","4017327","4008370048","Astoria (North)-Ditmars-Steinway"
"10031492","196","134933","1","MANHATTAN","1475","1475","1477","1 AVENUE","10010","10075","3B","3","1451","30","C","2013-11-09T00:00:00.000","2013-11-10T00:00:00.000","2013-11-22T00:00:00.000","2013-11-10T00:00:00.000",,,"2013-12-05T00:00:00.000","666","4722816","§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE 1st ROOM FROM NORTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2014-12-17T00:00:00.000","Original","Close","Y","40.770917","-73.953738","8","5","134","1045177","1014510030","Upper East Side-Lenox Hill-Roosevelt Island"
"10032125","288941","313619","3","BROOKLYN","308","308","308","ELLERY STREET","38830","11206",,"0","1579","21","A","2013-11-10T00:00:00.000","2013-11-13T00:00:00.000","2014-03-03T00:00:00.000","2014-02-17T00:00:00.000",,,,"106","4724787","§ 53, 187, 231 M/D LAW AND DEPARTMENT RULES AND REGULATIONS. PROVIDE A SHOE PROPERLY SECURED TO BOTTOM OF STRING OF DROPLADDER AT BUILDING FRONT AT FIRE ESCAPE","2013-11-14T00:00:00.000","19","VIOLATION CLOSED","2016-03-28T00:00:00.000","Original","Close","N","40.699410","-73.940072","3","36","28501","3042834","3015790021","Bedford-Stuyvesant (East)"
"10026220","125736","221000","2","BRONX","1425","1423","1429","WYTHE PLACE","78750","10452","4D","4","2843","85","C","2013-11-03T00:00:00.000","2013-11-08T00:00:00.000","2013-11-25T00:00:00.000","2013-11-20T00:00:00.000",,,"2013-12-02T00:00:00.000","550","4722116","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT THE WALLS AND CEILING IN THE 4th ROOM FROM EAST LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2013-12-19T00:00:00.000","Original","Close","N","40.839763","-73.914731","4","16","223","2008103","2028430085","Mount Eden-Claremont (West)"
